Audio Path                                                                                    , Gốc (Reference)                                                         , Máy đoán (Prediction)
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_262.wav , thua xa tiệm tạp hoá nhà tao                                            , khu cha kiểm cập hóa nhà cao
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_266.wav , từ trên nóc nhà nhìn xuống có khác                                      , từ trên ngóc ngạn nhìn xuống có hát
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_278.wav , tội nghiệp đứa nhỏ không ai chăm sóc                                    , cội nghiệp đướng nhỏ không ai chăm sóc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_294.wav , em sợ có một ngày anh gặp người con gái khác tốt hơn em rồi anh bỏ em   , em sợ có một ngày anh gặp người con gái khác có phân em rồi anh bó em
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_015.wav , nữ diễn viên xinh đẹp phạm băng băng                                    , nữ diễn viên xinh đẹp phạm băng băng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_022.wav , sẽ làm giảm tình trạng ói ọc của trẻ                                    , sẽ làm tình trạng ối ọc của trẻ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_033.wav , mà phải che chái ở tạm bên hông nhà cha ruột                            , mà phải che cháy ở tạm bên hông nhà cha ruột
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_036.wav , tôi có thể căm giận đủ thứ                                              , tôi có thể câm dận đủ thứ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_038.wav , mà phải chuyển qua hình thức giao dịch                                  , mà phải chuyển qua hình thức giao dịch
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_046.wav , đừng bao giờ để cho bất kỳ ai nói với bạn rằng                          , đừng bao giờ để cho bất kỳ ai nói với bạn rằng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_048.wav , vàng óng đôi ghệt cao cổ của ngự lâm quân                               , vàng ống đôi ghệch cào cổ của ngự lâm quân
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_057.wav , nếu vì chúng tôi                                                        , nếu vì chúng tôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_063.wav , nếu bạn vẫn cảm thấy tội lỗi                                            , nếu bạn phẫn cảm thấy tội lỗi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_075.wav , dãi dầu nắng gió trường sơn                                             , giã dầu nắng gió trường sơn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_076.wav , với trên là núi và dưới là sông                                         , với trên là núi và dưới là sông
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_077.wav , với sự xuất hiện của quái thú và rồng                                   , với sự xuất hiện của quái thú và rồng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_079.wav , nét mặt họ không ngời lên hạnh phúc của người mẹ                        , nét mặt họ không ngời lên hạnh phúc của người mẹ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_081.wav , một số người cho rằng                                                   , một số người cho rằng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_083.wav , một sinh viên được vay vốn tín dụng học tập                             , một sinh viên được vay vốn tín dụng học tập
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_095.wav , mọi thứ đều được mổ xẻ lại                                              , mọi thứ đều được mổ sẽ lại
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_122.wav , không phải nắp khum                                                     , không phải nắp khum
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_123.wav , các công ty du lịch phải xác định                                       , các công ty du lịch phải xác định
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_129.wav , đi bộ leo núi đến nhừ chân                                              , đi bộ leo núi đến nhừ chân
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_131.wav , thì chủ đầu tư phải tự phá dỡ phần nội dung sai phép đó                 , thì chủ đầu tư phải tự phá dỡ phần nội dung sai phép đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_136.wav , khi nhân viên cứu hộ cố gắng đưa nó lên sà lan                          , khi nhân viên cứu hộ cố gắng đưa nó lên sà lan
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_137.wav , những người này đều được đào tạo về hội họa                             , những người này đều được đào tạo về hội họa
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_147.wav , gắn lông chim hột đá lóng lánh hay bèo dún tùa lua đầy cổ               , gắn long chem hột đá lóng lánh hay bèo dướn tùa lua đầy cổ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_160.wav , ngụ ấp hòn ngang                                                        , ngủ ắp hoàn ngan
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_164.wav , ít nhất ở hơn ba mươi trường thuộc các địa phương nói trên              , ít nhất ở hơn ba mươi trường thuộc các địa phương nói trên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_182.wav , đặc điểm của phẩy trùng tả                                              , đặc điểm của phẩy trùng tả
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_193.wav , vì ban đêm chị ngủ không ngon                                           , vì ban đêm chị ngủ không ngon
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_198.wav , lơ lửng trên đầu là những chiếc bẫy đá hàng trăm khối                   , lơ lững trên đầu là những chiếc bảy đá hàng trăm khối
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_200.wav , năm đầu tiên                                                            , năm đầu tiên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_234.wav , bảy mươi bốn bảy mươi lăm                                               , bảy mươi bốn bảy mươi lăm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_242.wav , chín mươi chín mươi mốt                                                 , chín mươi chín mươi mốt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_246.wav , chín mươi tám chín mươi chín                                            , chín mươi tám chín mươi chín
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_252.wav , bây giờ cướp nhiều quá đi đường cũng thấy sợ                            , bây giờ cướp nhiều quá đi đường cũng thấy sợ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_262.wav , tìm hung thủ hiếp dâm bằng nước bọt nạn nhân                            , tìm hung thủ hiếp dâm bằng nước bọt nạn nhân
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_269.wav , chúng tôi yêu nhau được hai năm thì gia đình tôi xảy ra chuyện          , chúng tôi yêu nhau được hai năm thì gia đình tôi xảy ra chuyện
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_273.wav , trọng tài phạt thẻ đỏ                                                   , trọng tài phạt thẻ đỏ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_274.wav , kiểu này chắc phải cắt giảm biên chế                                    , kiểu này chắc phải cắt giảm biên chế
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_282.wav , thôi thì cứ sắp xếp như vậy                                             , thôi thì cứ sắp xếp như vậy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_289.wav , theo phó chủ tịch ủy ban an toàn giao thông quốc gia                    , theo phó chủ tịch ủy ban an toàn giao thông quốc gia
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV11\VIVOSDEV11_298.wav , chuẩn bị cho ngày khai trương cửa hàng đầu tiên                         , chuẩn bị cho ngày khai trương cửa hàng đầu tiên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_006.wav , từ sự dư thừa quá mức của luồng tiền này                                , từ sự dư thừa quá mức của luồn tiền này
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_011.wav , đó chứng tỏ rằng chúng ta đã già                                        , đó chứng tỏ rằng chúng ta đã già
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_015.wav , trả lại đất cho rừng                                                    , trả lại đất cho rừng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_032.wav , các loại cây trồng ở rừng này toàn cây kém giá trị                      , các loại cây trồng ở rừng này toàn cây kém giá trị
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_054.wav , thiếu sự quan tâm đúng mức từ các cơ quan chức năng                     , thiếu sự quan tâm đúng mức từ các cơ quan chức năng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_056.wav , tại chợ cá                                                              , tậy chở cá
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_057.wav , không phải vì tôi không coi trọng chất lượng                            , không phải vì tôi không coi trọng chất lượng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_065.wav , thì đọc được hồi ký không thể chuộc lỗi trên báo tuổi trẻ               , thì đọc được hồi ký không thể chuột lỗi trên báo tuổi trẻ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_066.wav , thiếu tướng phạm quý ngọ cho biết                                       , thiếu tướng phạm quý ngọa cho biết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_068.wav , không một chút trầy trụa mà đền cái gì                                  , không một chút trạy trụa mà đền cái gì
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_071.wav , nó được đặt trong một hộp đựng trang sức bọc da đỏ                      , nó được đặt trong một họp đựng trang sức bọc da đỏ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_075.wav , nhóm thanh long trẻ diễn tiểu phẩm hài hắc bạch tranh hùng              , nhóm thành lòmg trẻ diễn tiểu phẩm hài hắt bạch trành hùng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_076.wav , tớ đi kiếm nhà trọ rồi nhưng khó quá                                    , tới đi kiếm nhà trọ rồi nhưng khó quá
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_079.wav , xanh cỏ mượt mà ven đường                                               , xanh cỏ mược mà ven đường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_080.wav , chính thức đã lây lan ra bên ngoài                                      , chính thức đã lây lan ra bên ngoài
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_100.wav , phụ huynh và học sinh đang phải è cổ vì sách giá cao                    , phụ huynh và học sinh đang phải è cổ vì sách giá cao
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_101.wav , khi chính phủ lúc đầu đề nghị ân xá cho những người nổi dậy             , khi chính phủ lúc đầu đề nghị ân xá cho những người nổi dậy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_116.wav , dưới ánh đèn mờ mờ ảo ảo                                                , dưới ánh đèn mờ mờ ảo ảo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_128.wav , trong cuộc bỏ phiếu tại hội đồng bảo an hai ngày trước đó               , trong cuộc bỏ phiếu tại hội đồng bảo an hai ngày trước đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_132.wav , hầu hết những vấn đề xảy ra trên thế giới                               , hầu hết những vấn đề xảy ra trên thế giới
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_135.wav , ông được nhiều người biết đến                                           , ông được nhiều người biết đến
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_144.wav , trả lời tôi biết                                                        , trả lời tôi biết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_166.wav , ịch gã to béo ục ịch                                                    , ịt gã to béo ùn ịch
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_169.wav , áo rách lươm bươm                                                       , áo rạch lùm bùm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_173.wav , đối với những phản ứng khác biệt đó                                     , đối với những phản ứng khác biệt đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_182.wav , và đã hiến máu ba lần                                                   , và đã hiến máu ba lần
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_186.wav , tiếng hét đồng thanh của mấy chục con người                             , tiếng hét đồng thanh của mấy chục con người
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_192.wav , trang thứ hai của tờ báo                                                , trang thứ hai của tờ báo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_197.wav , sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi                , sau đó ba hàng xóm tính tình xỏi lỗi chạy qua kể với tôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_213.wav , ba mươi hai ba mươi ba                                                  , ba mươi hai ba mươi ba
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_223.wav , năm mươi hai năm mươi ba                                                , năm mươi hai năm mươi ba
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_224.wav , năm mươi bốn năm mươi lăm                                               , năm mươi bốn năm mươi lăm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_227.wav , sáu mươi sáu mươi mốt                                                   , sáu mươi sáu mươi mốt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_232.wav , bảy mươi bảy mươi mốt                                                   , bảy mươi bảy mươi mốt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_244.wav , chín mươi bốn chín mươi lăm                                             , chín mươi bốn chín mươi lăm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_248.wav , một ba năm bảy chín                                                     , một ba năm bảy chín
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_271.wav , bà con rang trí cành đào để chuẩn bị đón tết                            , bà con trang trí cành đào để chuẩn bị đón tết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_275.wav , tôi không thấy gì là đúng khi tăng giá xe vào các dịp tết               , tôi không thấy gì là đúng khi tăng giá xe vào các dịp tết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_280.wav , du lịch sẽ trở thành ngành kinh tế mũi nhọn                             , du lịch sẽ trở thành ngành kinh tế mũi nhọn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV12\VIVOSDEV12_290.wav , từ khi chồng qua đời vì bệnh tật                                        , từ khi chồng qua đời vì bệnh tật
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_019.wav , đơn vị mình không nghe ai nói gì chưa hẳn đã tốt                        , đơn vị mình không nghe ai nói gì chưa hẳng đã tốt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_026.wav , không ai được ngược đãi các em vì các em học chậm                       , không ai được ngược đãi các em vì các em học chậm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_054.wav , già làng nguyễn mạnh tường trả lời phỏng vấn báo giới ảnh trung dân     , già làng nguyễn mảnh tường trả lời phỏng vấn báo giới ảnh trung dân
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_058.wav , đó là giai đoạn thời tiết ít biến động và nhiệt độ không quá thấp       , đó là giai đoạn thời tiết ít biến động và nhiệt độ không quá thấp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_061.wav , nhưng sau nghe con nói ra nói vào lại ác cảm với em                     , nhưng sau nghe con nói ra nói vào lại át cảm với em
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_069.wav , những điếu thuốc vô ý đốt cháy vài chỗ trên chiếc sô pha bọc vải        , những điếu thuốc vô ý đốt cháy vày chỗ trên chiếc xô pha bọc vãi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_075.wav , bạn có thể tắt chương trình đó đi và thực hiện thao tác cuối cùng       , bạn có thể tắt chương trình đó đi và thực hiện thao tác cuối cùng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_078.wav , khắp nơi quanh chúng tôi vương vãi xác chết của người dân vô tội        , khắp nơi quanh chúng tôi vương vải sát chết của người dân vô tội
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_088.wav , những chiếc lồng đèn đồ chơi việt vẫn lặng lẽ mang hồn việt xuống phố   , những chiếc lòng đèn đồ chơi việc vẫn lặng lẽ mang hồn việt xuống phố
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_089.wav , nhà văn nguyên ngọc sinh viên có quyền hoài nghi và tranh cãi           , nhà văn nguyên ngọc sinh nhà văn nguyễn ngọc sinh viên có quyền hoàig nghi và tranh cãi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_097.wav , cuộc thi còn có hai giải nhì ba giải ba và bốn giải khuyến khích        , cuộc thi còn có hai giải nhì ba giải ba và bốn giải khuyến khích
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_098.wav , hầu như các phản ứng phụ nặng nề là rất hiếm gặp                        , hầu như các phản ứng phụ nặng nề là rất hiếm gặp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_104.wav , số tiền quá lớn khiến gia đình hương phạm và lê choáng váng             , số tiền quá lớn khiến gia đình hương phạm và lê choán váng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_105.wav , nhóc đỏ mặt tía tai nhóc thua chị một tuổi thôi đấy                     , nhóc đỏ mặt tía tay nhóc đỏ mặt tía tay nhóc thua chị một tuổi thôi đấy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_106.wav , cảm giác được chia sẻ với bạn đời cùng sở thích thú vị lắm              , cảm giác được chia sẻ với bạn đời cũng sở thích thú vị lắm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_136.wav , tôi vào quầy giải khát đầu tiên và gọi một cốc nước cam                 , tôi vào quầy giải khác đầu tiên và gọi một cóc nước cam
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_137.wav , mẹ lần tay trong ví và lấy ra chiếc phong bì                            , mẹ lần tay trong ví và lấy ra chiếc phong bì
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_139.wav , tiêu như phong chạy trốn khỏi kinh thành để tìm hung thủ thật sự        , tiêu như phong chạy trốn khỏi kinh thành để tìm hung thủ thật sự
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_146.wav , có ngày các bác sĩ điều dưỡng mổ mắt cho hàng trăm người mù nghèo       , có ngài các bác sĩ đều dưỡng mổ mắt cho hàng trăm người mùa nghèo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_147.wav , không ai muốn có tiêu cực cả và cũng đừng tuyệt đối hóa vấn đề          , không ai muốn có tiêu cực cả và cũng đừng tuyệt đối hóa vấn đề
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_150.wav , vợ hắn thị ngần mang lưới ra vá để chiều thả                            , vợ hắn thịn ngần mang lưới ra vá để chều thả
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_164.wav , hiện cơ quan chức năng đang tiếp tục điều tra vụ việc                   , hiện cơ quan chức năng đang tiếp tục điều tra vụ việc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_167.wav , khi bị phát hiện họ đã trả lời như thế nào                              , khi bị phát hiện họ đã trả lời như thế
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_210.wav , rà soát chất lượng công trình xây dựng trên cả nước                     , rà sát chất lượng công trình xây dựng trên cả nước
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_211.wav , không nản nghĩa tin rằng sẽ có một giải pháp nào đó                     , không nãn nghĩa tin rằng sẽ có một giải pháp nào đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_222.wav , mẹ cũng đã từng thống khổ tuyệt vọng và cô đơn như vậy                  , mẹ cũng đã từng thấmg khổ tuyệt vọng và cô đơn như vậy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_225.wav , hai loại văn này nên được coi trọng như nhau trong các kỳ thi           , hai loại văn này nên được coi trọng như nhau trong các kỳ thi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_226.wav , vậy mới có mục tiêu để mà phấn đấu nên người có ý thức                  , vậy mới có mục tiêu để mà phấn đấu nên người có ý thức
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_227.wav , tại đây có một ông trưởng phòng nhân sự công ty                         , tại đây có một ông trưởng phòng nhân sự công ty
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_230.wav , chỉ một điều đơn giản vậy mà anh ấy không bao giờ thực hiện được        , chỉ một điều đơn giản vậy mà anh ấy không bao giờ thực hiện được
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_239.wav , chẳng cần nhìn về phương tây quê hương của hàng hiệu                    , chẳng cần nhìn về phương tây quê hương của hàng hiệu
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_241.wav , mùa đông cả cánh đồng chuyển sang một màu vàng rực                      , đông cả cánh đồng chuyển sang một màu vàng rực
